pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Clefable,Landorus-Therian,Dragonite,Melmetal,Rotom-Wash,Kartana
Zapdos,Corviknight,Tapu Fini,Landorus-Therian,Slowking-Galar,Weavile
Zeraora,Slowbro,Heatran,Landorus-Therian,Magearna,Hydreigon
Slowking-Galar,Skarmory,Clefable,Gastrodon-East,Heatran,Zapdos
Ninetales-Alola,Arctozolt,Weavile,Landorus-Therian,Corviknight,Heatran
Buzzwole,Melmetal,Kartana,Landorus-Therian,Weavile,Rotom-Wash
Kartana,Weavile,Landorus-Therian,Clefable,Dragonite,Magnezone
Mew,Gyarados,Garchomp,Cloyster,Celesteela,Weavile
Tapu Lele,Zapdos,Weavile,Landorus-Therian,Melmetal,Volcanion
Dragapult,Rotom-Wash,Heatran,Landorus-Therian,Buzzwole,Clefable
Tyranitar,Excadrill,Clefable,Tornadus-Therian,Rotom-Wash,Melmetal
Melmetal,Suicune,Toxapex,Clefable,Tornadus-Therian,Hippowdon
Landorus-Therian,Zeraora,Kartana,Heatran,Tapu Fini,Garchomp
Pelipper,Landorus-Therian,Urshifu-Rapid-Strike,Ferrothorn,Tapu Lele,Weavile
Pelipper,Seismitoad,Zapdos,Ferrothorn,Barraskewda,Crawdaunt
Heatran,Nidoking,Rillaboom,Hawlucha,Moltres-Galar,Melmetal
Gyarados,Mew,Hawlucha,Bisharp,Diggersby,Hydreigon
Weavile,Nidoking,Garchomp,Heatran,Tornadus-Therian,Urshifu-Rapid-Strike
Mew,Bisharp,Weavile,Dragapult,Zapdos-Galar,Thundurus-Therian
Heatran,Landorus-Therian,Clefable,Ferrothorn,Gengar,Hydreigon
Skarmory,Gastrodon-East,Blissey,Togekiss,Toxapex,Magnezone
Alakazam,Tapu Lele,Corviknight,Slowbro,Clefable,Landorus-Therian
Necrozma,Bisharp,Hawlucha,Rillaboom,Magnezone,Dragonite
Amoonguss,Tornadus-Therian,Clefable,Skarmory,Tyranitar,Excadrill
Kyurem,Heatran,Tapu Fini,Landorus-Therian,Tornadus-Therian,Toxapex
Kyurem,Toxapex,Blissey,Cresselia,Gastrodon-East,Corviknight
Necrozma,Ninetales-Alola,Bisharp,Dragapult,Excadrill,Zapdos-Galar
Zarude,Kartana,Landorus-Therian,Slowking,Heatran,Tapu Koko
Kartana,Rillaboom,Mandibuzz,Slowking,Heatran,Zeraora
Heatran,Tapu Bulu,Kartana,Mandibuzz,Zeraora,Hydreigon
Shedinja,Blissey,Toxapex,Corviknight,Buzzwole,Quagsire
Kyurem,Melmetal,Tyranitar,Tangrowth,Zapdos,Excadrill
Victini,Volcarona,Weavile,Tapu Fini,Landorus-Therian,Regieleki
Victini,Volcarona,Weavile,Tapu Fini,Landorus-Therian,Zapdos
Mew,Bisharp,Dragapult,Landorus-Therian,Blacephalon,Kartana
Weavile,Nidoking,Garchomp,Heatran,Tornadus-Therian,Slowbro
Volcarona,Tapu Fini,Ferrothorn,Landorus-Therian,Weavile,Tapu Koko
Kartana,Slowbro,Landorus-Therian,Weavile,Clefable,Zapdos-Galar
Urshifu-Rapid-Strike,Slowbro,Tornadus-Therian,Landorus-Therian,Melmetal,Weavile
Gengar,Dragapult,Corviknight,Landorus-Therian,Toxapex,Weavile
Skarmory,Ditto,Toxapex,Blissey,Shedinja,Quagsire
Ditto,Toxapex,Ferrothorn,Heatran,Landorus-Therian,Tornadus-Therian
Ditto,Toxapex,Landorus-Therian,Melmetal,Clefable,Tornadus-Therian
Shuckle,Blaziken,Azumarill,Rillaboom,Bisharp,Dragapult
Toxapex,Tornadus-Therian,Buzzwole,Blissey,Mew,Gastrodon-East
Weavile,Tapu Lele,Melmetal,Rotom-Wash,Landorus-Therian,Kartana
Melmetal,Clefable,Toxapex,Heatran,Landorus-Therian,Weavile
Clefable,Melmetal,Kyurem,Kommo-o,Corviknight,Toxapex
Corviknight,Cinderace,Rotom-Heat,Ferrothorn,Clefable,Dracozolt
Excadrill,Melmetal,Bisharp,Necrozma,Kommo-o,Ninetales-Alola
Dragapult,Tyranitar,Excadrill,Toxtricity,Cinderace,Togekiss
Torkoal,Darmanitan,Charizard,Bisharp,Chansey,Hatterene
Celebi,Kyurem,Tyranitar,Excadrill,Clefable,Corviknight
Seismitoad,Salazzle,Aegislash,Rillaboom,Kyurem,Mandibuzz
Starmie,Urshifu,Sandaconda,Azumarill,Excadrill,Mimikyu
Urshifu,Slowbro,Marowak-Alola,Corviknight,Hydreigon,Clefable
Urshifu-Rapid-Strike,Volcarona,Excadrill,Bisharp,Dragapult,Azumarill
Hippowdon,Corviknight,Toxapex,Clefable,Melmetal,Kyurem
Urshifu,Marowak-Alola,Hippowdon,Excadrill,Slowbro,Mandibuzz
Urshifu,Magnezone,Hippowdon,Weezing-Galar,Mandibuzz,Scizor
Pincurchin,Raichu-Alola,Chansey,Hatterene,Hawlucha,Scizor
Reuniclus,Toxapex,Skarmory,Chansey,Ditto,Weezing-Galar
Gengar,Hydreigon,Corviknight,Rotom-Heat,Seismitoad,Bisharp
Crawdaunt,Marowak-Alola,Ferrothorn,Toxapex,Clefable,Mandibuzz
Seismitoad,Toxtricity,Hydreigon,Aegislash,Corviknight,Hatterene
Ferrothorn,Excadrill,Tyranitar,Rotom-Wash,Corsola-Galar,Dragapult
Dracovish,Ferrothorn,Drednaw,Pelipper,Crawdaunt,Seismitoad
Ribombee,Excadrill,Toxtricity,Braviary,Dracovish,Mimikyu
Cinderace,Darmanitan-Galar,Ferrothorn,Toxapex,Excadrill,Ditto
Grimmsnarl-Gmax,Lapras-Gmax,Hatterene,Dugtrio,Rotom-Heat,Dragapult
Toxapex,Dragapult,Skarmory,Chansey,Kommo-o,Bisharp
Toxtricity,Seismitoad,Corviknight,Ferrothorn,Darmanitan-Galar,Toxapex
Dracovish,Seismitoad,Clefable,Corviknight,Kyurem,Zeraora
Toxapex,Heatran,Mew,Tornadus-Therian,Gastrodon,Corviknight
Landorus-Therian,Volcarona,Clefable,Dragonite,Ferrothorn,Tapu Koko
Tyranitar,Toxapex,Excadrill,Rotom-Wash,Clefable,Skarmory
Urshifu-Rapid-Strike,Tapu Lele,Dragapult,Ferrothorn,Melmetal,Landorus-Therian
Haxorus,Hawlucha,Ninetales-Alola,Rillaboom,Moltres-Galar,Landorus-Therian
Cloyster,Clefable,Ferrothorn,Dragapult,Melmetal,Bisharp
Darmanitan-Galar,Dragapult,Aegislash,Rotom-Heat,Seismitoad,Mandibuzz
Morpeko,Darmanitan-Galar,Corviknight,Dugtrio,Rotom-Wash,Dragapult
Ribombee,Excadrill,Dracovish,Bisharp,Toxtricity-Low-Key,Kommo-o
Weezing-Galar,Ditto,Quagsire,Seismitoad,Mandibuzz,Sylveon
Pelipper,Barraskewda,Frosmoth,Ferrothorn,Weezing-Galar,Heliolisk
Tyranitar,Rotom-Heat,Excadrill,Jellicent,Darmanitan-Galar,Dragapult
Zeraora,Hydreigon,Clefable,Corviknight,Toxapex,Ferrothorn
Hydreigon,Drednaw,Pelipper,Seismitoad,Barraskewda,Ferrothorn
Corviknight,Cinderace,Rotom-Heat,Ferrothorn,Clefable,Dracovish
Arctozolt,Seismitoad,Cinderace,Mandibuzz,Ditto,Avalugg
Salazzle,Jellicent,Mandibuzz,Ferrothorn,Dragapult,Darmanitan-Galar
Mew,Bisharp,Hydreigon,Hawlucha,Aegislash,Dragapult
Dugtrio,Diglett,Tyranitar,Vaporeon,Toxapex,Corviknight
Flapple,Cinderace,Vaporeon,Xatu,Tyranitar,Excadrill
Conkeldurr,Rotom-Wash,Clefable,Ferrothorn,Dragapult,Excadrill
Centiskorch,Corviknight,Rotom-Wash,Hatterene,Dragapult,Clefable
Corviknight,Toxapex,Sylveon,Rotom-Heat,Gastrodon,Dugtrio
Rotom-Mow,Kommo-o,Corviknight,Hydreigon,Toxapex,Excadrill
Diggersby,Kommo-o,Rotom-Heat,Sylveon,Seismitoad,Dragapult
Mew,Conkeldurr,Clefable,Corviknight,Seismitoad,Aegislash
Corviknight,Moltres-Galar,Dragapult,Tapu Koko,Scizor,Dragonite
Crawdaunt,Cinderace,Rillaboom,Hawlucha,Mew,Gengar
Clefable,Quagsire,Ditto,Blissey,Shedinja,Glalie
Swoobat,Excadrill,Corviknight,Volcarona,Zeraora,Grimmsnarl
Lycanroc-Dusk,Magnezone,Excadrill,Weezing-Galar,Rillaboom,Corviknight
Cobalion,Blissey,Clefable,Dragapult,Tangrowth,Corviknight
Chandelure,Conkeldurr,Excadrill,Tyranitar,Amoonguss,Clefable
Hatterene,Tyranitar,Excadrill,Amoonguss,Corviknight,Gengar
Scizor,Rillaboom,Crawdaunt,Togekiss,Zeraora,Necrozma
Hatterene,Tyranitar,Excadrill,Amoonguss,Corviknight,Comfey
Salazzle,Clefable,Seismitoad,Mandibuzz,Dragapult,Zarude
Primarina,Amoonguss,Skarmory,Hydreigon,Tyranitar,Excadrill
Gallade,Ferrothorn,Hawlucha,Dragapult,Mandibuzz,Toxapex
Hydreigon,Clefable,Magnezone,Corviknight,Excadrill,Hippowdon
Obstagoon,Clefable,Dragapult,Hippowdon,Excadrill,Tangrowth
Ninetales-Alola,Dragapult,Garchomp,Cloyster,Bisharp,Corviknight
Pelipper,Ferrothorn,Kingdra,Urshifu-Rapid-Strike,Clefable,Kyurem
Lycanroc-Dusk,Tapu Koko,Landorus-Therian,Magnezone,Dragonite,Weavile
Landorus-Therian,Tapu Lele,Heatran,Kartana,Rillaboom,Urshifu-Rapid-Strike
Comfey,Mew,Magnezone,Excadrill,Toxapex,Mandibuzz
Garchomp,Tapu Koko,Tapu Lele,Landorus-Therian,Scizor,Moltres-Galar
Garchomp,Weavile,Landorus-Therian,Slowking-Galar,Corviknight,Toxapex
Tornadus-Therian,Clefable,Toxapex,Hippowdon,Corviknight,Kyurem
Tornadus-Therian,Toxapex,Corviknight,Clefable,Kyurem,Garchomp
Clefable,Kyurem,Hatterene,Corviknight,Zeraora,Blissey
Buzzwole,Hippowdon,Tapu Koko,Toxapex,Corviknight,Magnezone
Shedinja,Toxapex,Blissey,Clefable,Dragonite,Corviknight
Tapu Lele,Blacephalon,Slowbro,Ferrothorn,Mandibuzz,Landorus-Therian
Jellicent,Tapu Bulu,Victini,Garchomp,Zapdos,Bisharp
Slowking,Ferrothorn,Landorus-Therian,Tapu Koko,Tapu Lele,Blacephalon
Clefable,Kyurem,Zarude,Mandibuzz,Dragapult,Jirachi
Toxapex,Clefable,Volcarona,Hippowdon,Corviknight,Zeraora
Hydreigon,Rillaboom,Magearna,Landorus-Therian,Dragapult,Volcarona
Excadrill,Crawdaunt,Rillaboom,Gengar,Zeraora,Togekiss
Goodra,Zeraora,Weezing-Galar,Excadrill,Hippowdon,Togekiss
Goodra,Zeraora,Aegislash,Excadrill,Hippowdon,Togekiss
Volcarona,Hippowdon,Weezing-Galar,Excadrill,Alakazam,Amoonguss
Steelix,Clefable,Mandibuzz,Toxapex,Chansey,Quagsire
Darmanitan,Hydreigon,Vaporeon,Corviknight,Clefable,Hippowdon
Dragapult,Urshifu,Rotom-Heat,Ferrothorn,Weezing-Galar,Seismitoad
Hippowdon,Ferrothorn,Volcarona,Hydreigon,Gengar,Pelipper
Pelipper,Urshifu-Rapid-Strike,Weezing-Galar,Excadrill,Zeraora,Tangrowth
Clefable,Toxapex,Blissey,Corviknight,Zeraora,Gengar
Dragapult,Excadrill,Toxapex,Clefable,Mandibuzz,Rillaboom
Toxtricity,Clefable,Zeraora,Crawdaunt,Mandibuzz,Magnezone
Dragapult,Rotom-Heat,Ferrothorn,Clefable,Mandibuzz,Hippowdon
Corviknight,Grimmsnarl,Crawdaunt,Diggersby,Volcarona,Hatterene
Excadrill,Hippowdon,Azumarill,Volcarona,Mandibuzz,Slowbro
Excadrill,Hippowdon,Clefable,Mamoswine,Amoonguss,Mandibuzz
Kommo-o,Krookodile,Volcarona,Togekiss,Excadrill,Hippowdon
Ferrothorn,Zeraora,Urshifu-Rapid-Strike,Pelipper,Gardevoir,Seismitoad
Tyranitar,Slowking,Tornadus-Therian,Excadrill,Buzzwole,Volcanion
Togekiss,Kommo-o,Magnezone,Rillaboom,Rhyperior,Corviknight
Cinderace,Charizard,Torkoal,Xatu,Venusaur,Clefable
Slowking-Galar,Corviknight,Clefable,Toxapex,Chansey,Mandibuzz
Ribombee,Dracozolt,Magnezone,Rillaboom,Urshifu-Rapid-Strike,Hawlucha
Rotom-Wash,Lucario,Lycanroc-Dusk,Golurk,Amoonguss,Togekiss
Tauros,Celebi,Magnezone,Primarina,Volcarona,Urshifu
Cinderace,Zeraora,Crawdaunt,Rillaboom,Hawlucha,Azumarill
Shuckle,Diggersby,Magnezone,Bisharp,Dragapult,Rillaboom
Reuniclus,Dragapult,Toxapex,Mandibuzz,Kommo-o,Corviknight
Weavile,Reuniclus,Volcarona,Mandibuzz,Toxapex,Hippowdon
Azumarill,Quagsire,Toxapex,Chansey,Clefable,Corviknight
Urshifu,Blissey,Hydreigon,Corviknight,Venusaur,Torkoal
Urshifu,Rotom-Heat,Hippowdon,Toxapex,Mandibuzz,Dragapult
Volcarona,Toxapex,Clefable,Corviknight,Hippowdon,Zeraora
Keldeo-Resolute,Dragapult,Hippowdon,Clefable,Toxapex,Corviknight
Vaporeon,Mandibuzz,Toxapex,Tangrowth,Corviknight,Clefable
Ferrothorn,Mandibuzz,Toxapex,Clefable,Zeraora,Dragapult
Skarmory,Blissey,Clefable,Toxapex,Rillaboom,Zeraora
Corviknight,Moltres-Galar,Dragapult,Tapu Koko,Scizor,Garchomp
Blacephalon,Rotom-Wash,Scizor,Landorus-Therian,Dragapult,Weavile
Kyurem,Skarmory,Toxapex,Clefable,Gastrodon-East,Heatran
Rillaboom,Hawlucha,Weavile,Scizor,Volcarona,Garchomp
Blaziken,Slowking,Zapdos,Landorus-Therian,Clefable,Tornadus-Therian
Zamazenta-Crowned,Landorus-Therian,Rillaboom,Hawlucha,Blacephalon,Dragapult
Zamazenta-Crowned,Garchomp,Slowbro,Clefable,Zeraora,Corviknight
Zamazenta-Crowned,Toxapex,Skarmory,Quagsire,Dragonite,Blissey
Toxapex,Garchomp,Excadrill,Tyranitar,Skarmory,Clefable
Zamazenta-Crowned,Slowbro,Clefable,Garchomp,Corviknight,Dragapult
Tapu Lele,Hydreigon,Heatran,Landorus-Therian,Dragapult,Zapdos
Volcarona,Tornadus-Therian,Bisharp,Rillaboom,Kartana,Garchomp
Mew,Landorus-Therian,Toxapex,Dragonite,Bisharp,Tapu Koko
Tapu Koko,Zarude,Tapu Fini,Clefable,Corviknight,Garchomp
Weezing-Galar,Mew,Hippowdon,Corviknight,Toxapex,Clefable
Hydreigon,Garchomp,Tapu Koko,Weavile,Kartana,Zeraora
Corviknight,Hydreigon,Landorus-Therian,Scizor,Toxapex,Dragapult
Dragapult,Landorus-Therian,Heatran,Clefable,Venusaur,Torkoal
Kartana,Mandibuzz,Tapu Koko,Slowking,Landorus-Therian,Heatran
Zarude,Skarmory,Hippowdon,Moltres,Tapu Koko,Clefable
Kyurem,Cresselia,Heatran,Skarmory,Gastrodon-East,Clefable
Tapu Fini,Buzzwole,Slowking-Galar,Landorus-Therian,Corviknight,Tapu Koko
Hippowdon,Moltres,Zeraora,Slowking,Skarmory,Clefable
Kartana,Dragapult,Skarmory,Bisharp,Thundurus-Therian,Scizor
Keldeo,Heatran,Tapu Koko,Landorus-Therian,Bisharp,Dragonite
Heatran,Tapu Bulu,Kartana,Landorus-Therian,Weavile,Dragapult
Tapu Koko,Hippowdon,Clefable,Skarmory,Reuniclus,Toxapex
Hydreigon,Tornadus-Therian,Clefable,Toxapex,Scizor,Hippowdon
Scizor,Hippowdon,Toxapex,Magnezone,Landorus-Therian,Tornadus-Therian
Nidoking,Urshifu-Rapid-Strike,Tapu Koko,Corviknight,Slowking,Clefable
Tornadus-Therian,Landorus-Therian,Skarmory,Heatran,Toxapex,Tyranitar
Seismitoad,Tornadus-Therian,Hydreigon,Zeraora,Scizor,Rillaboom
Pelipper,Kyurem,Scizor,Kabutops,Tornadus-Therian,Seismitoad
Magnezone,Slowking-Galar,Kartana,Tapu Fini,Landorus-Therian,Dragapult
Zarude,Magnezone,Slowking-Galar,Weavile,Tapu Fini,Landorus-Therian
Landorus-Therian,Weavile,Primarina,Kommo-o,Scizor,Zeraora
Hippowdon,Corviknight,Toxapex,Buzzwole,Mew,Tapu Koko
Glastrier,Clefable,Garchomp,Volcarona,Blissey,Corviknight
Heatran,Mandibuzz,Blissey,Rillaboom,Swampert,Dragapult
Zapdos,Gastrodon-East,Blissey,Skarmory,Heatran,Dragapult
Melmetal,Toxapex,Landorus-Therian,Tapu Fini,Weavile,Heatran
Melmetal,Weavile,Landorus-Therian,Zapdos-Galar,Toxapex,Garchomp
Kyurem,Tornadus-Therian,Toxapex,Corviknight,Clefable,Gastrodon-East
Tapu Lele,Hydreigon,Toxapex,Landorus-Therian,Zeraora,Corviknight
Landorus-Therian,Ferrothorn,Weavile,Toxapex,Tornadus-Therian,Zeraora
Clefable,Ferrothorn,Zapdos,Nidoking,Urshifu-Rapid-Strike,Dragapult
Tapu Fini,Heatran,Weavile,Garchomp,Zeraora,Dragapult
Tapu Lele,Glastrier,Dragonite,Melmetal,Hydreigon,Nidoking
Hawlucha,Kartana,Garchomp,Tapu Koko,Bisharp,Weavile
Zapdos,Landorus-Therian,Urshifu-Rapid-Strike,Slowking-Galar,Tapu Fini,Bisharp
Tapu Koko,Heatran,Landorus-Therian,Weavile,Tangrowth,Kartana
Tapu Lele,Mew,Excadrill,Clefable,Toxapex,Mandibuzz
Alakazam,Tapu Lele,Mandibuzz,Dragapult,Garchomp,Melmetal
Landorus-Therian,Tapu Fini,Dragonite,Magnezone,Weavile,Kartana
Kyurem,Seismitoad,Tornadus-Therian,Toxapex,Corviknight,Clefable
Tapu Koko,Weavile,Melmetal,Landorus-Therian,Tapu Fini,Latios
Heatran,Ninetales-Alola,Arctozolt,Landorus-Therian,Kyurem,Tapu Lele
Garchomp,Weavile,Nidoqueen,Corviknight,Tapu Fini,Heatran
Landorus-Therian,Ferrothorn,Clefable,Tornadus-Therian,Slowbro,Heatran
Melmetal,Zapdos,Buzzwole,Landorus-Therian,Dragapult,Slowking-Galar
Clefable,Hippowdon,Skarmory,Kyurem,Toxapex,Heatran
Shedinja,Xatu,Corviknight,Toxapex,Clefable,Hippowdon
Clefable,Skarmory,Zapdos,Zeraora,Gastrodon-East,Heatran
Garchomp,Aegislash,Dragapult,Urshifu-Rapid-Strike,Rillaboom,Bisharp
Landorus-Therian,Corviknight,Victini,Tapu Fini,Weavile,Tapu Koko
Glastrier,Heatran,Dragapult,Garchomp,Corviknight,Toxapex
Grimmsnarl,Latias,Melmetal,Tapu Lele,Landorus-Therian,Volcarona
Shedinja,Avalugg,Dragonite,Toxapex,Blissey,Corviknight
Silvally-Electric,Tapu Koko,Kyurem,Slowbro,Melmetal,Landorus-Therian
Raichu-Alola,Tapu Koko,Heatran,Weavile,Landorus-Therian,Tapu Fini
Zeraora,Landorus-Therian,Heatran,Urshifu-Rapid-Strike,Tapu Bulu,Tornadus-Therian
Heatran,Ferrothorn,Tornadus-Therian,Landorus-Therian,Kyurem,Toxapex
Rillaboom,Dragonite,Weavile,Heatran,Nidoking,Crawdaunt
Dragapult,Urshifu-Rapid-Strike,Tapu Lele,Landorus-Therian,Zapdos,Melmetal
Urshifu-Rapid-Strike,Tyranitar,Excadrill,Zapdos,Ferrothorn,Tapu Lele
Urshifu-Rapid-Strike,Excadrill,Tyranitar,Clefable,Tangrowth,Zapdos
Urshifu-Rapid-Strike,Zapdos,Tyranitar,Tapu Lele,Tangrowth,Excadrill
Chansey,Corviknight,Hippowdon,Toxapex,Clefable,Tornadus-Therian
Slowking-Galar,Mandibuzz,Tapu Lele,Ferrothorn,Rotom-Wash,Garchomp
Hippowdon,Corviknight,Toxapex,Clefable,Tornadus-Therian,Blissey
Gastrodon,Mew,Corviknight,Toxapex,Clefable,Tornadus-Therian
Victini,Zapdos,Tapu Fini,Ferrothorn,Dragapult,Landorus-Therian
Torkoal,Shiftry,Tapu Fini,Venusaur,Landorus-Therian,Blaziken
Hippowdon,Tapu Lele,Zarude-Dada,Corviknight,Dragapult,Toxapex
Weavile,Tapu Fini,Heatran,Volcarona,Landorus-Therian,Garchomp
Clefable,Rillaboom,Gastrodon,Kartana,Heatran,Zapdos
Registeel,Suicune,Volcarona,Cresselia,Cloyster,Victini
Slowking,Volcanion,Pelipper,Barraskewda,Zapdos,Seismitoad
Lanturn,Tapu Bulu,Heatran,Clefable,Tornadus-Therian,Kartana
Lanturn,Tapu Bulu,Heatran,Clefable,Tornadus-Therian,Kartana
Lanturn,Tapu Bulu,Heatran,Clefable,Tornadus-Therian,Kartana
Gastrodon-East,Blissey,Toxapex,Clefable,Corviknight,Slowking-Galar
Rillaboom,Tornadus-Therian,Blaziken,Melmetal,Garchomp,Slowbro
Rotom-Wash,Excadrill,Tyranitar,Clefable,Slowking-Galar,Tangrowth
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Pelipper,Heliolisk,Barraskewda,Ferrothorn,Tornadus-Therian,Seismitoad
Thundurus-Therian,Pelipper,Crawdaunt,Kingdra,Ferrothorn,Melmetal
Tapu Koko,Zeraora,Kartana,Rillaboom,Blaziken,Necrozma
Tapu Koko,Victini,Ferrothorn,Landorus-Therian,Slowbro,Bisharp
Landorus-Therian,Ferrothorn,Tapu Lele,Alakazam,Moltres-Galar,Rotom-Wash
Kartana,Magnezone,Landorus-Therian,Tapu Lele,Tapu Fini,Dragonite
Zapdos-Galar,Slowking,Ferrothorn,Weavile,Landorus-Therian,Regieleki
Tornadus-Therian,Bisharp,Rillaboom,Victini,Swampert,Kartana
Venusaur,Heatran,Landorus-Therian,Regieleki,Torkoal,Weavile
Torkoal,Venusaur,Regieleki,Weavile,Heatran,Landorus-Therian
Torkoal,Venusaur,Regieleki,Weavile,Heatran,Landorus-Therian
Nidoking,Hydreigon,Melmetal,Volcarona,Urshifu-Rapid-Strike,Dragapult
Mandibuzz,Buzzwole,Quagsire,Cresselia,Clefable,Toxapex
Slowbro-Galar,Ninetales-Alola,Kartana,Landorus-Therian,Moltres-Galar,Tapu Bulu
Kartana,Dragapult,Slowbro-Galar,Registeel,Zoroark,Garchomp
Druddigon,Togekiss,Melmetal,Volcarona,Hydreigon,Zeraora
Avalugg,Quagsire,Audino,Mesprit,Corsola-Galar,Weezing
Melmetal,Pelipper,Tapu Koko,Barraskewda,Garchomp,Ferrothorn
Terrakion,Landorus-Therian,Kartana,Zapdos,Toxapex,Melmetal
Kartana,Heatran,Landorus-Therian,Slowbro,Umbreon,Tapu Koko
Kartana,Heatran,Landorus-Therian,Slowbro,Umbreon,Tapu Koko
Kartana,Heatran,Landorus-Therian,Slowbro,Umbreon,Tapu Koko
Rillaboom,Tornadus-Therian,Blaziken,Melmetal,Garchomp,Slowbro
Druddigon,Melmetal,Togekiss,Gengar,Primarina,Zeraora
Togekiss,Urshifu-Rapid-Strike,Landorus-Therian,Heatran,Kartana,Weavile
Togekiss,Necrozma,Nidoking,Urshifu-Rapid-Strike,Thundurus-Therian,Ferrothorn
Togekiss,Weavile,Necrozma,Ferrothorn,Landorus-Therian,Dragonite
Togekiss,Weavile,Necrozma,Ferrothorn,Landorus-Therian,Keldeo
Druddigon,Togekiss,Melmetal,Volcarona,Hydreigon,Zeraora
Druddigon,Togekiss,Melmetal,Volcarona,Hydreigon,Zeraora
Blacephalon,Tapu Lele,Landorus-Therian,Slurpuff,Regieleki,Gengar
Blacephalon,Tapu Lele,Landorus-Therian,Slurpuff,Regieleki,Gengar
Suicune,Buzzwole,Landorus-Therian,Heatran,Dragapult,Clefable
Tornadus-Therian,Bisharp,Rillaboom,Victini,Swampert,Kartana
Tornadus-Therian,Bisharp,Rillaboom,Victini,Swampert,Kartana
Ferrothorn,Heliolisk,Seismitoad,Tornadus-Therian,Pelipper,Barraskewda
Pelipper,Heliolisk,Barraskewda,Ferrothorn,Tornadus-Therian,Seismitoad
Pelipper,Heliolisk,Barraskewda,Ferrothorn,Tornadus-Therian,Seismitoad
Regidrago,Melmetal,Slowbro,Tapu Koko,Landorus-Therian,Heatran
Druddigon,Melmetal,Volcarona,Slowbro-Galar,Cloyster,Togekiss
Zapdos,Melmetal,Heatran,Landorus-Therian,Slowbro,Kartana
Rotom-Frost,Dragonite,Ferrothorn,Regieleki,Tapu Fini,Landorus-Therian
Torkoal,Venusaur,Nihilego,Landorus-Therian,Heatran,Clefable
Volcanion,Ferrothorn,Landorus-Therian,Weavile,Tapu Lele,Aegislash
Ninetales-Alola,Weavile,Kartana,Tapu Fini,Landorus-Therian,Volcarona
Weavile,Landorus-Therian,Buzzwole,Dragapult,Tyranitar,Ferrothorn
Ninetales-Alola,Weavile,Kartana,Tapu Fini,Landorus-Therian,Volcarona
Regieleki,Zapdos-Galar,Weavile,Regidrago,Rillaboom,Jirachi
Regieleki,Zapdos-Galar,Nidoking,Regidrago,Rillaboom,Jirachi
Regieleki,Zapdos-Galar,Cloyster,Regidrago,Rillaboom,Jirachi
Tornadus-Therian,Bisharp,Heatran,Clefable,Gastrodon,Tangrowth
Tyranitar,Slowking,Clefable,Excadrill,Toxapex,Zapdos
Hatterene,Cresselia,Porygon2,Torkoal,Marowak-Alola,Stakataka
Hatterene,Cresselia,Porygon2,Torkoal,Marowak-Alola,Stakataka
Hatterene,Cresselia,Porygon2,Torkoal,Marowak-Alola,Stakataka
Hatterene,Cresselia,Porygon2,Torkoal,Marowak-Alola,Stakataka
Tyranitar,Excadrill,Volcanion,Amoonguss,Heatran,Skarmory
Politoed,Heliolisk,Kingdra,Mudsdale,Scizor,Victini
Nidoking,Tapu Lele,Jellicent,Weavile,Heatran,Skarmory
Nidoking,Moltres-Galar,Tapu Lele,Tapu Fini,Buzzwole,Heatran
Nidoking,Tapu Lele,Jellicent,Buzzwole,Mamoswine,Melmetal
Nidoking,Moltres-Galar,Tapu Lele,Tapu Fini,Buzzwole,Heatran
Nidoking,Tapu Lele,Jellicent,Weavile,Heatran,Corviknight
Nidoking,Moltres-Galar,Tapu Lele,Tapu Fini,Buzzwole,Heatran
Nidoking,Moltres-Galar,Tapu Lele,Rotom-Wash,Buzzwole,Heatran
Hippowdon,Ferrothorn,Excadrill,Rotom-Heat,Terrakion,Clefable
Pelipper,Ferrothorn,Kingdra,Urshifu-Rapid-Strike,Clefable,Kyurem
Ninjask,Mr. Mime,Poliwrath,Marowak,Hariyama,Magneton
Tyranitar,Clefable,Excadrill,Tangrowth,Slowking-Galar,Rotom-Wash
Magnezone,Kartana,Tapu Lele,Landorus-Therian,Tapu Fini,Dragonite
Mew,Grimmsnarl,Jirachi,Corviknight,Blacephalon,Gardevoir
Nidoking,Tapu Fini,Corviknight,Victini,Kartana,Dragonite
Garchomp,Ferrothorn,Clefable,Rotom-Wash,Tornadus-Therian,Weavile
Garchomp,Ferrothorn,Clefable,Rotom-Wash,Tornadus-Therian,Weavile
Pelipper,Barraskewda,Porygon-Z,Ferrothorn,Tapu Lele,Seismitoad
Pelipper,Barraskewda,Porygon-Z,Ferrothorn,Tapu Lele,Seismitoad
Pelipper,Barraskewda,Porygon-Z,Ferrothorn,Zapdos,Seismitoad
Pelipper,Barraskewda,Porygon-Z,Ferrothorn,Tapu Lele,Seismitoad
Kartana,Slowbro-Galar,Latios,Zoroark,Landorus-Therian,Nihilego
Kartana,Dragapult,Slowbro-Galar,Registeel,Zoroark,Garchomp
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
