pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Maushold-Four,Dragapult,Ogerpon-Wellspring,Munkidori,Landorus-Therian,Kingambit
Ribombee,Manaphy,Kingambit,Maushold,Iron Moth,Gholdengo
Ogerpon-Wellspring,Dragonite,Iron Moth,Landorus-Therian,Kingambit,Dragapult
Ninetales,Dragapult,Roaring Moon,Corviknight,Walking Wake,Scream Tail
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Ursaluna-Bloodmoon,Zapdos,Slowking-Galar,Kingambit,Dragonite,Hawlucha
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Tornadus-Therian,Great Tusk,Dragapult,Jirachi,Manaphy,Mandibuzz
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Sneasler,Rillaboom,Kingambit,Ursaluna-Bloodmoon,Iron Valiant,Samurott-Hisui
Kingambit,Ribombee,Dragonite,Greninja-*,Great Tusk,Snorlax
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Dragonite,Lokix,Munkidori,Heatran,Rotom-Wash,Great Tusk
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Ursaluna-Bloodmoon,Ninetales-Alola,Iron Moth,Zamazenta-*,Great Tusk,Hatterene
Gliscor,Clefable,Dondozo,Tornadus-Therian,Toxapex,Blissey
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Electrode-Hisui,Kingambit,Klefki,Corviknight,Cresselia,Kommo-o
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Ogerpon-Hearthflame,Great Tusk,Samurott-Hisui,Garganacl,Iron Valiant,Dragonite
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Leavanny,Chimecho,Dusknoir,Milotic,Ursaluna-Bloodmoon,Walking Wake
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Fezandipiti,Ceruledge,Iron Treads,Manaphy,Ogerpon-Wellspring,Enamorus
Jirachi,Mandibuzz,Clefable,Gliscor,Blissey,Dondozo
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Scizor,Baxcalibur,Ogerpon-Hearthflame,Landorus-Therian,Dondozo,Iron Moth
Zoroark-Hisui,Gholdengo,Walking Wake,Ting-Lu,Great Tusk,Iron Moth
Indeedee,Polteageist-Antique,Armarouge,Hatterene,Great Tusk,Zoroark-Hisui
Garchomp,Gholdengo,Toxapex,Garganacl,Great Tusk,Iron Valiant
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Mamoswine,Ogerpon-Hearthflame,Ninetales-Alola,Manaphy,Ambipom,Kommo-o
Sneasler,Maushold,Hatterene,Indeedee,Armarouge,Polteageist
Indeedee,Polteageist-Antique,Armarouge,Hatterene,Zoroark-Hisui,Great Tusk
Dragapult,Gholdengo,Kingambit,Great Tusk,Corviknight,Slowking
Amoonguss,Garganacl,Dondozo,Clodsire,Great Tusk,Toxapex
Indeedee,Zoroark-Hisui,Great Tusk,Hatterene,Polteageist,Armarouge
Hydreigon,Great Tusk,Skeledirge,Meowscarada,Toxapex,Gholdengo
Indeedee,Polteageist-Antique,Volcarona,Armarouge,Iron Treads,Hatterene
Great Tusk,Grimmsnarl,Dondozo,Baxcalibur,Dragapult,Iron Moth
Torkoal,Hatterene,Walking Wake,Ceruledge,Great Tusk,Roaring Moon
Torkoal,Hatterene,Brute Bonnet,Ceruledge,Great Tusk,Roaring Moon
Skeledirge,Corviknight,Toxtricity,Great Tusk,Ting-Lu,Dragapult
Slowking-Galar,Gholdengo,Great Tusk,Zapdos,Dragapult,Garganacl
Iron Valiant,Slowking-Galar,Zapdos,Ting-Lu,Samurott-Hisui,Kingambit
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Iron Valiant,Slowking-Galar,Zapdos,Ting-Lu,Samurott-Hisui,Kingambit
Iron Valiant,Slowking-Galar,Zapdos,Ting-Lu,Samurott-Hisui,Kingambit
Meowscarada,Ting-Lu,Slowking-Galar,Skeledirge,Iron Valiant,Corviknight
Slowking-Galar,Gholdengo,Great Tusk,Zapdos,Dragapult,Garganacl
Iron Valiant,Slowking-Galar,Zapdos,Ting-Lu,Samurott-Hisui,Kingambit
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Iron Valiant,Slowking-Galar,Zapdos,Ting-Lu,Samurott-Hisui,Kingambit
Kingambit,Baxcalibur,Orthworm,Greninja,Rotom-Wash,Amoonguss
Iron Valiant,Breloom,Baxcalibur,Great Tusk,Masquerain,Gholdengo
Gholdengo,Skeledirge,Glimmora,Great Tusk,Dragonite,Kingambit
Chien-Pao,Ceruledge,Ting-Lu,Masquerain,Gholdengo,Rotom-Wash
Great Tusk,Iron Moth,Gholdengo,Dondozo,Ting-Lu,Skeledirge
Orthworm,Grimmsnarl,Roaring Moon,Great Tusk,Espathra,Chien-Pao
Toxapex,Dondozo,Blissey,Great Tusk,Ting-Lu,Alomomola
Iron Valiant,Slowking-Galar,Zapdos,Ting-Lu,Samurott-Hisui,Kingambit
Tinkaton,Dragapult,Ting-Lu,Dondozo,Cinderace,Zapdos
Greninja-*,Pelipper,Kingambit,Zapdos,Ting-Lu,Basculegion
Azumarill,Greninja-*,Pelipper,Zapdos,Basculegion,Iron Treads
Rotom-Wash,Great Tusk,Slowking-Galar,Kingambit,Enamorus,Sneasler
Cresselia,Clefable,Gliscor,Great Tusk,Kingambit,Cinderace
Rillaboom,Hatterene,Sneasler,Kingambit,Gholdengo,Walking Wake
Baxcalibur,Kingambit,Hoopa-Unbound,Dondozo,Zapdos,Iron Valiant
Blissey,Alomomola,Slowking-Galar,Articuno,Dondozo,Talonflame
Tinkaton,Dragapult,Ting-Lu,Dondozo,Cinderace,Zapdos
Iron Valiant,Heatran,Azumarill,Zamazenta-*,Kingambit,Meowscarada
Gholdengo,Iron Valiant,Great Tusk,Kingambit,Cinderace,Zapdos
Grimmsnarl,Rillaboom,Hatterene,Kingambit,Sneasler,Enamorus
Tinkaton,Dragapult,Ting-Lu,Dondozo,Cinderace,Zapdos
Zamazenta-*,Kingambit,Landorus-Therian,Samurott-Hisui,Zapdos,Slowking-Galar
Iron Valiant,Kingambit,Landorus-Therian,Dragapult,Heatran,Dondozo
Arcanine-Hisui,Landorus-Therian,Sneasler,Iron Valiant,Iron Moth,Electrode-Hisui
Meowscarada,Toxapex,Enamorus,Landorus-Therian,Garganacl,Cinderace
Tinkaton,Dragapult,Ting-Lu,Dondozo,Cinderace,Zapdos
Scizor,Sandy Shocks,Gyarados,Roaring Moon,Forretress,Pawmot
Azumarill,Great Tusk,Annihilape,Gengar,Corviknight,Chien-Pao
Moltres,Samurott-Hisui,Great Tusk,Dragapult,Scream Tail,Mesprit
Baxcalibur,Kingambit,Hoopa-Unbound,Dondozo,Zapdos,Iron Valiant
Clodsire,Toxapex,Alomomola,Dondozo,Blissey,Ting-Lu
Baxcalibur,Kingambit,Hoopa-Unbound,Dondozo,Zapdos,Iron Valiant
Gholdengo,Kleavor,Samurott-Hisui,Lokix,Kingambit,Glimmora
Gholdengo,Slither Wing,Skeledirge,Roaring Moon,Kingambit,Glimmora
Iron Treads,Sneasler,Dragapult,Kingambit,Volcarona,Dragonite
Slither Wing,Kingambit,Hydreigon,Great Tusk,Heatran,Gengar
Chien-Pao,Volcarona,Annihilape,Iron Valiant,Great Tusk,Hatterene
Barraskewda,Pelipper,Iron Jugulis,Kilowattrel,Floatzel,Brute Bonnet
Uxie,Moltres,Samurott-Hisui,Great Tusk,Dragapult,Landorus-Therian
Baxcalibur,Kingambit,Hoopa-Unbound,Dondozo,Zapdos,Iron Valiant
Basculegion-F,Pelipper,Urshifu-*,Zapdos,Amoonguss,Iron Treads
Braviary-Hisui,Sandy Shocks,Urshifu-*,Garganacl,Corviknight,Baxcalibur
Annihilape,Garchomp,Iron Valiant,Quaquaval,Chi-Yu,Espathra
Pelipper,Azumarill,Amoonguss,Rotom-Wash,Iron Treads,Floatzel
Kilowattrel,Brambleghast,Pelipper,Floatzel,Ting-Lu,Lokix
Great Tusk,Chi-Yu,Scizor,Chien-Pao,Kilowattrel,Meowscarada
Slither Wing,Kingambit,Hydreigon,Great Tusk,Heatran,Gengar
Slowking,Toxapex,Alomomola,Dondozo,Blissey,Great Tusk
Great Tusk,Sneasler,Rotom-Wash,Kingambit,Meowscarada,Braviary-Hisui
Enamorus,Gholdengo,Clodsire,Dragonite,Great Tusk,Zapdos
Iron Valiant,Chi-Yu,Meowscarada,Garchomp,Great Tusk,Espathra
Espathra,Meowscarada,Torkoal,Scovillain,Chien-Pao,Roaring Moon
Chien-Pao,Ditto,Dragapult,Gholdengo,Glimmora,Roaring Moon
Meowscarada,Dragapult,Corviknight,Flutter Mane,Chi-Yu,Cetitan
Meowscarada,Great Tusk,Roaring Moon,Skeledirge,Iron Valiant,Chi-Yu
Annihilape,Chien-Pao,Gholdengo,Great Tusk,Espathra,Grimmsnarl
Garganacl,Clodsire,Great Tusk,Hoopa-Unbound,Cresselia,Enamorus-Therian
Great Tusk,Cresselia,Baxcalibur,Gholdengo,Iron Valiant,Greninja-*
Dragapult,Ting-Lu,Toxapex,Zapdos,Great Tusk,Kingambit
Cinderace,Enamorus,Corviknight,Toxtricity-Low-Key,Roaring Moon,Great Tusk
Cinderace,Slowking-Galar,Enamorus,Kingambit,Great Tusk,Baxcalibur
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Iron Valiant,Great Tusk,Iron Moth,Ting-Lu,Scizor,Dragonite
Meowscarada,Great Tusk,Roaring Moon,Skeledirge,Iron Valiant,Chi-Yu
Garganacl,Clodsire,Great Tusk,Hoopa-Unbound,Cresselia,Enamorus-Therian
Zamazenta-*,Kingambit,Amoonguss,Landorus-Therian,Dragapult,Great Tusk
Chi-Yu,Ceruledge,Chien-Pao,Corviknight,Amoonguss,Dragapult
Gardevoir,Garchomp,Annihilape,Breloom,Chi-Yu,Iron Valiant
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Greninja-*
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Iron Hands,Iron Treads,Rillaboom,Dragapult,Hawlucha,Ogerpon-Wellspring
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Iron Hands,Corviknight,Dondozo,Clodsire,Dragonite,Chi-Yu
Great Tusk,Amoonguss,Tyranitar,Gholdengo,Dondozo,Corviknight
Hatterene,Garganacl,Corviknight,Dondozo,Ting-Lu,Chien-Pao
Spidops,Annihilape,Gholdengo,Great Tusk,Chi-Yu,Dragonite
Meloetta,Glimmora,Roaring Moon,Manaphy,Great Tusk,Zamazenta-*
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Sinistcha-Masterpiece,Tyranitar,Heatran,Rillaboom,Gholdengo,Sneasler
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Ogerpon-Cornerstone,Kingambit,Iron Moth,Rillaboom,Corviknight,Roaring Moon
Iron Moth,Sneasler,Gholdengo,Iron Treads,Rillaboom,Kingambit
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Roaring Moon,Rotom-Wash,Great Tusk,Slowking-Galar,Samurott-Hisui,Garganacl
Great Tusk,Torkoal,Walking Wake,Brute Bonnet,Kingambit,Iron Moth
Sinistcha-Masterpiece,Tyranitar,Ursaluna-Bloodmoon,Heatran,Rillaboom,Iron Valiant
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Corviknight,Blissey,Garganacl,Dondozo,Clodsire,Alomomola
Amoonguss,Iron Valiant,Sandy Shocks,Rotom-Wash,Hydreigon,Cinderace
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Haxorus,Kingambit,Iron Valiant,Empoleon,Landorus-Therian,Zapdos
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Garchomp,Garganacl,Scizor,Yanmega,Maushold-Four,Dragapult
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Sinistcha-Masterpiece,Tyranitar,Ursaluna-Bloodmoon,Heatran,Rillaboom,Iron Valiant
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Samurott-Hisui,Dragapult,Great Tusk,Gholdengo,Slowking-Galar,Rillaboom
Zarude,Rillaboom,Slowking-Galar,Great Tusk,Heatran,Manaphy
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Pelipper,Greninja-*,Barraskewda,Rillaboom,Sneasler,Scizor
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Sinistcha-Masterpiece,Tyranitar,Ursaluna-Bloodmoon,Heatran,Rillaboom,Iron Valiant
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Dragonite,Cinderace
Iron Moth,Zamazenta-*,Ogerpon-Wellspring,Zapdos,Great Tusk,Dragonite
Gliscor,Kingambit,Torkoal,Clefable,Heatran,Ninetales-Alola
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Heatran,Dragonite
Samurott-Hisui,Dragapult,Great Tusk,Gholdengo,Slowking-Galar,Rillaboom
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Cinderace,Landorus-Therian,Gholdengo,Ting-Lu,Manaphy,Iron Valiant
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Heatran,Ogerpon-Wellspring
Meowscarada,Flamigo,Gholdengo,Delphox,Dondozo,Hydreigon
Cinderace,Great Tusk,Enamorus,Baxcalibur,Slowking-Galar,Kingambit
Ogerpon-Hearthflame,Corviknight,Great Tusk,Rotom-Wash,Slowking-Galar,Clefable
Crawdaunt,Ogerpon-Hearthflame,Rotom-Frost,Iron Moth,Garganacl,Great Tusk
Slowking-Galar,Zamazenta-*,Cinderace,Iron Treads,Greninja-*,Clefable
Maushold-Four,Great Tusk,Bronzong,Toxapex,Sandy Shocks,Dragapult
Slowking-Galar,Zamazenta-*,Cinderace,Ogerpon,Greninja-*,Clefable
Iron Moth,Rillaboom,Dragapult,Glimmora,Great Tusk,Azumarill
Slowking-Galar,Clefable,Corviknight,Garchomp,Meowscarada,Cinderace
Ninetales-Alola,Great Tusk,Meowscarada,Iron Valiant,Manaphy,Ceruledge
Ursaluna-Bloodmoon,Pawmot,Kingambit,Iron Valiant,Glimmora,Enamorus
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Heatran,Ogerpon-Wellspring
Pelipper,Clawitzer,Greninja-*,Basculegion,Zapdos,Iron Treads
Baxcalibur,Dragapult,Landorus-Therian,Gholdengo,Iron Valiant,Great Tusk
Enamorus,Sneasler,Cinderace,Zapdos,Great Tusk,Garganacl
Kingambit,Samurott-Hisui,Great Tusk,Meowscarada,Amoonguss,Garganacl
Azumarill,Corviknight,Gholdengo,Hydreigon,Iron Valiant,Clodsire
Chien-Pao,Dragapult,Zamazenta-*,Great Tusk,Kleavor,Sneasler
Meowscarada,Gholdengo,Glimmora,Roaring Moon,Great Tusk,Garganacl
Roaring Moon,Amoonguss,Ceruledge,Gholdengo,Garchomp,Iron Treads
Amoonguss,Landorus-Therian,Baxcalibur,Gholdengo,Cinderace,Thundurus-Therian
Rotom-Heat,Grimmsnarl,Swalot,Hoopa,Coalossal,Scizor
Blissey,Cyclizar,Alomomola,Dondozo,Clodsire,Corviknight
Baxcalibur,Slowking-Galar,Great Tusk,Zapdos,Enamorus,Kingambit
Jolteon,Samurott-Hisui,Iron Moth,Hoopa-Unbound,Great Tusk,Zapdos
Pelipper,Basculegion,Greninja-*,Ting-Lu,Zapdos,Kingambit
Ursaluna,Hatterene,Magearna,Enamorus-Therian,Cresselia,Avalugg-Hisui
Chien-Pao,Regieleki,Zamazenta-*,Great Tusk,Kleavor,Sneasler
Delphox,Gholdengo,Zapdos,Great Tusk,Samurott-Hisui,Slowking-Galar
Kingambit,Iron Moth,Ursaluna,Meowscarada,Scizor,Slowking-Galar
Pelipper,Urshifu-*,Moltres-Galar,Iron Treads,Basculegion-F,Amoonguss
Urshifu-*,Basculegion,Pelipper,Thundurus-Therian,Magearna,Walking Wake
Roaring Moon,Amoonguss,Ceruledge,Gholdengo,Garchomp,Iron Treads
Dragapult,Kingambit,Iron Valiant,Great Tusk,Meowscarada,Volcarona
Indeedee,Polteageist-Antique,Espathra,Armarouge,Great Tusk,Hatterene
Chien-Pao,Gholdengo,Garganacl,Great Tusk,Meowscarada,Ting-Lu
Jolteon,Gholdengo,Garchomp,Dondozo,Iron Treads,Ting-Lu
Dondozo,Pelipper,Great Tusk,Meowscarada,Amoonguss,Kingambit
Masquerain,Gholdengo,Iron Valiant,Dragapult,Hatterene,Corviknight
Amoonguss,Pelipper,Quaquaval,Azumarill,Great Tusk,Iron Jugulis
Lokix,Glimmora,Gholdengo,Hydreigon,Hatterene,Dondozo
Chien-Pao,Great Tusk,Volcarona,Clodsire,Dragonite,Gholdengo
Garganacl,Gholdengo,Glimmora,Ting-Lu,Dragapult,Volcarona
Chien-Pao,Gholdengo,Garganacl,Great Tusk,Meowscarada,Ting-Lu
Tauros-Paldea-Aqua,Greninja,Ting-Lu,Great Tusk,Chien-Pao,Gholdengo
Gholdengo,Greninja,Chien-Pao,Ting-Lu,Iron Treads,Corviknight
Iron Leaves,Greninja,Roaring Moon,Gholdengo,Orthworm,Azumarill
Pincurchin,Iron Leaves,Iron Moth,Iron Valiant,Azumarill,Garchomp
Lokix,Skeledirge,Toedscruel,Rotom-Wash,Tauros-Paldea-Aqua,Dragonite
Chien-Pao,Gholdengo,Garganacl,Great Tusk,Meowscarada,Ting-Lu
Lokix,Hydreigon,Glimmora,Gholdengo,Hatterene,Dondozo
Iron Jugulis,Garchomp,Dragonite,Scizor,Rotom-Wash,Great Tusk
Lokix,Glimmora,Gholdengo,Hydreigon,Hatterene,Dondozo
Quaquaval,Dragapult,Great Tusk,Roaring Moon,Gholdengo,Rotom-Wash
Hydreigon,Garganacl,Gholdengo,Corviknight,Ting-Lu,Cinderace
Hatterene,Iron Valiant,Baxcalibur,Great Tusk,Rotom-Wash,Dragonite
Dragonite,Dragapult,Gholdengo,Dondozo,Ting-Lu,Cinderace
Dondozo,Gholdengo,Ting-Lu,Glimmora,Azumarill,Dragonite
Baxcalibur,Iron Valiant,Ting-Lu,Dondozo,Cyclizar,Gholdengo
Cinderace,Iron Valiant,Garganacl,Great Tusk,Roaring Moon,Rotom-Wash
Chi-Yu,Cloyster,Cyclizar,Dragonite,Breloom,Volcarona
Iron Valiant,Chi-Yu,Garganacl,Gholdengo,Great Tusk,Clodsire
Ting-Lu,Cinderace,Iron Valiant,Cyclizar,Gholdengo,Scizor
Chi-Yu,Gholdengo,Great Tusk,Dragapult,Garganacl,Rotom-Wash
Iron Valiant,Chi-Yu,Garganacl,Gholdengo,Great Tusk,Clodsire
Clodsire,Gholdengo,Blissey,Alomomola,Corviknight,Talonflame
Dragonite,Dragapult,Gholdengo,Dondozo,Ting-Lu,Cinderace
Annihilape,Pawmot,Tyranitar,Corviknight,Amoonguss,Hydreigon
Iron Valiant,Chi-Yu,Garganacl,Gholdengo,Great Tusk,Clodsire
Cyclizar,Chi-Yu,Garchomp,Dragonite,Garganacl,Volcarona
Baxcalibur,Iron Valiant,Ting-Lu,Dondozo,Cyclizar,Gholdengo
Pawmot,Breloom,Annihilape,Espathra,Iron Treads,Chi-Yu
Dondozo,Ceruledge,Chi-Yu,Iron Treads,Garchomp,Iron Valiant
Baxcalibur,Iron Valiant,Ting-Lu,Dondozo,Cyclizar,Gholdengo
Goodra,Dragapult,Cyclizar,Ting-Lu,Dondozo,Iron Valiant
Iron Treads,Pelipper,Floatzel,Roaring Moon,Quaquaval,Hatterene
Jolteon,Chi-Yu,Chien-Pao,Ting-Lu,Dondozo,Quaquaval
Pelipper,Scizor,Kilowattrel,Golduck,Quaquaval,Qwilfish
Appletun,Glimmora,Gholdengo,Clodsire,Great Tusk,Meowscarada
Dragonite,Chi-Yu,Hawlucha,Dragapult,Scizor,Toedscruel
Goodra,Dragapult,Cyclizar,Ting-Lu,Dondozo,Iron Valiant
Glimmora,Gholdengo,Quaquaval,Skeledirge,Garganacl,Great Tusk
Dragapult,Rotom-Wash,Chien-Pao,Corviknight,Ting-Lu,Hatterene
Dragapult,Cyclizar,Iron Hands,Glimmora,Grimmsnarl,Volcarona
Jolteon,Chi-Yu,Chien-Pao,Ting-Lu,Dondozo,Quaquaval
Dondozo,Dragonite,Ting-Lu,Glimmora,Ceruledge,Gholdengo
Baxcalibur,Iron Valiant,Ting-Lu,Dondozo,Cyclizar,Gholdengo
Gengar,Clodsire,Avalugg,Chi-Yu,Chien-Pao,Dragonite
Cyclizar,Hatterene,Garchomp,Gholdengo,Revavroom,Dragonite
Iron Moth,Baxcalibur,Great Tusk,Garchomp,Gholdengo,Iron Valiant
Bombirdier,Tyranitar,Gastrodon,Corviknight,Great Tusk,Gholdengo
Baxcalibur,Rotom-Wash,Hatterene,Dragapult,Corviknight,Ting-Lu
Annihilape,Primeape,Rabsca,Pawmot,Cyclizar,Orthworm
Talonflame,Gholdengo,Azumarill,Great Tusk,Meowscarada,Ting-Lu
Kilowattrel,Pelipper,Meowscarada,Iron Treads,Quaquaval,Drednaw
Breloom,Frosmoth,Roaring Moon,Cyclizar,Gholdengo,Dragapult
Pawmot,Frosmoth,Roaring Moon,Cyclizar,Gholdengo,Dragapult
Roaring Moon,Iron Valiant,Kingambit,Gholdengo,Glimmora,Rotom-Wash
Sandy Shocks,Garganacl,Kingambit,Dragapult,Iron Treads,Dondozo
Baxcalibur,Masquerain,Grimmsnarl,Annihilape,Roaring Moon,Gholdengo
Glimmora,Gholdengo,Garchomp,Annihilape,Dragonite,Magnezone
Tyranitar,Garganacl,Gholdengo,Iron Valiant,Corviknight,Breloom
Glimmora,Skeledirge,Toedscruel,Gholdengo,Roaring Moon,Iron Valiant
Annihilape,Garchomp,Great Tusk,Gholdengo,Dragonite,Corviknight
Baxcalibur,Iron Valiant,Ting-Lu,Dondozo,Cyclizar,Gholdengo
Gastrodon,Ceruledge,Corviknight,Chi-Yu,Meowscarada,Scizor
Slowking,Frosmoth,Roaring Moon,Cyclizar,Gholdengo,Dragapult
Pelipper,Barraskewda,Tauros-Paldea-Water,Corviknight,Sandy Shocks,Tatsugiri
Meloetta,Glimmora,Roaring Moon,Manaphy,Great Tusk,Zamazenta-*
Slowking-Galar,Clefable,Great Tusk,Meowscarada,Cinderace,Corviknight
Iron Valiant,Dragonite,Garchomp,Annihilape,Gholdengo,Iron Bundle
Iron Hands,Garchomp,Amoonguss,Umbreon,Great Tusk,Chi-Yu
Dragonite,Iron Valiant,Garchomp,Annihilape,Gholdengo,Iron Bundle
Great Tusk,Iron Hands,Iron Bundle,Chi-Yu,Clodsire,Dondozo
Iron Valiant,Azumarill,Walking Wake,Heatran,Kingambit,Ogerpon-Wellspring
Meloetta,Glimmora,Roaring Moon,Manaphy,Great Tusk,Zamazenta-*
Meloetta,Glimmora,Roaring Moon,Manaphy,Great Tusk,Zamazenta-*
Sinistcha-Masterpiece,Tyranitar,Heatran,Rillaboom,Gholdengo,Sneasler
Meloetta,Glimmora,Roaring Moon,Manaphy,Great Tusk,Zamazenta-*
Slowking,Chesnaught,Maushold-Four,Ninetales-Alola,Beartic,Kleavor
Meowscarada,Garchomp,Cinderace,Slowking-Galar,Zapdos-Galar,Dondozo
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Regidrago
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Regidrago
Samurott-Hisui,Gholdengo,Landorus-Therian,Slowking-Galar,Zamazenta-*,Zapdos
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Regidrago
Quaquaval,Rillaboom,Sneasler,Slowking-Galar,Pelipper,Cinderace
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Regidrago
Torkoal,Walking Wake,Kingambit,Brute Bonnet,Great Tusk,Iron Moth
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Regidrago
Houndstone,Scream Tail,Hoopa-Unbound,Cinderace,Landorus-Therian,Heatran
Amoonguss,Pelipper,Pawmot,Basculegion-F,Azumarill,Iron Treads
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Regidrago
Meloetta,Glimmora,Roaring Moon,Manaphy,Great Tusk,Zamazenta-*
Torkoal,Walking Wake,Charizard,Ceruledge,Great Tusk,Roaring Moon
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Zamazenta-*
Slowking-Galar,Ting-Lu,Zapdos,Great Tusk,Dondozo,Landorus-Therian
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Zamazenta-*
Garchomp,Greninja-*,Dragonite,Sandy Shocks,Iron Valiant,Kingambit
Garchomp,Greninja-*,Dragonite,Sandy Shocks,Iron Valiant,Kingambit
Meloetta,Glimmora,Roaring Moon,Meowscarada,Great Tusk,Thundurus-Therian
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Meowscarada,Great Tusk
Thundurus-Therian,Goodra-Hisui,Cinderace,Landorus-Therian,Iron Valiant,Kingambit
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Meowscarada,Great Tusk
Cinderace,Garganacl,Zapdos,Slowking,Great Tusk,Kingambit
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Meowscarada,Tatsugiri-Droopy
Dragapult,Frosmoth,Dondozo,Great Tusk,Moltres,Amoonguss
Kingambit,Gholdengo,Masquerain,Thundurus-Therian,Baxcalibur,Dragapult
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Meowscarada,Great Tusk
Samurott-Hisui,Great Tusk,Greninja-*,Baxcalibur,Iron Valiant,Gholdengo
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Meowscarada,Great Tusk
Volcanion,Dragapult,Garganacl,Great Tusk,Zapdos,Heatran
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Great Tusk,Meowscarada
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Meowscarada,Great Tusk
Blissey,Cyclizar,Alomomola,Dondozo,Clodsire,Corviknight
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Great Tusk,Meowscarada
Greninja-*,Pelipper,Kingambit,Zapdos,Ting-Lu,Basculegion
Walking Wake,Baxcalibur,Great Tusk,Ting-Lu,Maushold-Four,Enamorus
Meloetta,Glimmora,Iron Valiant,Roaring Moon,Great Tusk,Meowscarada
Great Tusk,Hoopa-Unbound,Garganacl,Sneasler,Skeledirge,Zapdos
