Pokémon,1º tipo,2º tipo,Sprite
Rhyhorn,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/rhyhorn.png
Rhydon,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/rhydon.png
Chansey,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/chansey.png
Tangela,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/tangela.png
Kangaskhan,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/kangaskhan.png
Kangaskhan-Mega,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/kangaskhan-mega.png
Horsea,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/horsea.png
Seadra,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/seadra.png
Goldeen,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/goldeen.png
Seaking,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/seaking.png
Staryu,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/staryu.png
Starmie,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/starmie.png
Mr. Mime,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/mrmime.png
Mr. Mime-Galar,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/mrmime-galar.png
Scyther,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/scyther.png
Jynx,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/jynx.png
Electabuzz,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/electabuzz.png
Magmar,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/magmar.png
Pinsir,https://play.pokemonshowdown.com/sprites/types/Bug.png,-,https://play.pokemonshowdown.com/sprites/gen5/pinsir.png
Pinsir-Mega,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/pinsir-mega.png
Tauros,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/tauros.png
Tauros-Paldea-Combat,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeacombat.png
Tauros-Paldea-Blaze,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeablaze.png
Tauros-Paldea-Aqua,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/tauros-paldeaaqua.png
Magikarp,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/magikarp.png
Gyarados,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/gyarados.png
Gyarados-Mega,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/gyarados-mega.png
Lapras,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/gen5/lapras.png
Lapras-Gmax,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/gen5/lapras-gmax.png
Ditto,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/ditto.png
Eevee,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/eevee.png
Eevee-Starter,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/eevee-starter.png
Eevee-Gmax,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/eevee-gmax.png
Vaporeon,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/vaporeon.png
Jolteon,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/jolteon.png
Flareon,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/flareon.png
Porygon,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/porygon.png
Omanyte,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/omanyte.png
Omastar,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/omastar.png
Kabuto,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/kabuto.png
Kabutops,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/kabutops.png
Aerodactyl,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/aerodactyl.png
Aerodactyl-Mega,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/aerodactyl-mega.png
Snorlax,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/snorlax.png
Snorlax-Gmax,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/snorlax-gmax.png
Articuno,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/articuno.png
Articuno-Galar,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/articuno-galar.png
Zapdos,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/zapdos.png
Zapdos-Galar,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/zapdos-galar.png
Moltres,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/moltres.png
Moltres-Galar,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/moltres-galar.png
Dratini,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/dratini.png
Dragonair,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/dragonair.png
Dragonite,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/dragonite.png
Mewtwo,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/mewtwo.png
Mewtwo-Mega-X,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/mewtwo-megax.png
Mewtwo-Mega-Y,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/mewtwo-megay.png
Mew,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/mew.png
Chikorita,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/chikorita.png
Bayleef,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/bayleef.png
Meganium,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/meganium.png
Cyndaquil,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/cyndaquil.png
Quilava,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/quilava.png
Typhlosion,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/typhlosion.png
Typhlosion-Hisui,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/typhlosion-hisui.png
Totodile,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/totodile.png
Croconaw,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/croconaw.png
Feraligatr,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/feraligatr.png
Sentret,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/sentret.png
Furret,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/furret.png
Hoothoot,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/hoothoot.png
Noctowl,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/noctowl.png
Ledyba,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/ledyba.png
Ledian,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/ledian.png
Spinarak,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/spinarak.png
Ariados,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/ariados.png
Crobat,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/crobat.png
Chinchou,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/gen5/chinchou.png
Lanturn,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/gen5/lanturn.png
Pichu,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/pichu.png
Pichu-Spiky-eared,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/pichu-spikyeared.png
Cleffa,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/cleffa.png
Igglybuff,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/igglybuff.png
Togepi,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/togepi.png
Togetic,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/togetic.png
Natu,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/natu.png
Xatu,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/xatu.png
Mareep,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/mareep.png
Flaaffy,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/flaaffy.png
Ampharos,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/ampharos.png
Ampharos-Mega,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/ampharos-mega.png
Bellossom,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/bellossom.png
Marill,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/marill.png
Azumarill,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/azumarill.png
Sudowoodo,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/sudowoodo.png
Politoed,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/politoed.png
Hoppip,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/hoppip.png
Skiploom,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/skiploom.png
Jumpluff,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/jumpluff.png
Aipom,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/aipom.png
Sunkern,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/sunkern.png
Sunflora,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/sunflora.png
Yanma,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/yanma.png
Wooper,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/wooper.png
Wooper-Paldea,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/wooper-paldea.png
Quagsire,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/quagsire.png
Espeon,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/espeon.png
Umbreon,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/umbreon.png
Murkrow,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/murkrow.png
Slowking,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/slowking.png
Slowking-Galar,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/slowking-galar.png
Misdreavus,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/misdreavus.png
Unown,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/unown.png
